SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
ES4120068,Riberas del Río Riaza,ES,B,2022,2022,1,1,1,0,0.0
ES4120071,Riberas del Río Arlanza y afluentes,ES,B,2017,2021,2,3,5,3,0.6
ES4120072,Riberas del Río Arlanzón y afluentes,ES,B,2019,2023,3,4,5,2,0.4
ES4120075,Riberas del Río Tirón y afluentes,ES,B,2021,2021,1,1,1,0,0.0
ES4120089,Hoces del Alto Ebro y Rudrón,ES,B,2012,2024,6,8,13,7,0.5384615384615384
ES4120090,Embalse del Ebro - Monte Hijedo,ES,B,2023,2024,2,4,2,0,0.0
ES4120091,Sabinares del Arlanza,ES,B,2021,2025,3,4,5,2,0.4
ES4120092,Sierra de la Demanda,ES,B,2018,2018,1,1,1,0,0.0
ES4120093,Humada-Peña Amaya,ES,B,2021,2025,4,4,5,1,0.2
ES4120094,Sierra de la Tesla-Valdivielso,ES,B,2022,2022,1,1,1,0,0.0
ES4130003,Picos de Europa en Castilla y León,ES,C,2022,2025,2,6,4,2,0.5
ES4130022,Montes Aquilanos,ES,A,2024,2024,1,1,1,0,0.0
ES4130035,Valle de San Emiliano,ES,C,2024,2024,1,2,1,0,0.0
ES4130037,Hoces de Vegacervera,ES,B,2025,2025,1,1,1,0,0.0
ES4130079,Riberas del Río Esla y afluentes,ES,B,2023,2023,1,1,1,0,0.0
ES4130117,Montes Aquilanos y Sierra de Teleno,ES,B,2022,2024,2,2,3,1,0.3333333333333333
ES4140011,Fuentes Carrionas y Fuente Cobre-Montaña Palentina,ES,C,2018,2025,5,7,8,3,0.375
ES4140036,La Nava-Campos Norte,ES,A,2003,2023,2,2,21,19,0.9047619047619048
ES4140077,Riberas del Río Carrión y afluentes,ES,B,2022,2022,1,1,1,0,0.0
ES4140080,Canal de Castilla,ES,B,2022,2025,2,2,4,2,0.5
ES4140082,Riberas del Río Pisuerga y afluentes,ES,B,2024,2024,1,1,1,0,0.0
ES4140129,Montes Torozos y Páramos de Torquemada-Astudillo,ES,B,2023,2023,1,1,1,0,0.0
ES4140136,Laguna de La Nava,ES,B,2003,2023,2,2,21,19,0.9047619047619048
ES4150005,Las Batuecas-Sierra de Francia -ZEPA,ES,A,2019,2025,2,2,7,5,0.7142857142857143
ES4150085,Riberas del Río Tormes y afluentes,ES,B,2020,2020,1,1,1,0,0.0
ES4150101,Candelario,ES,B,2018,2018,1,1,1,0,0.0
ES4150107,Las Batuecas-Sierra de Francia,ES,B,2019,2025,2,3,7,5,0.7142857142857143
ES4160008,Hoces del Río Riaza - ZEPA,ES,A,,,0,1,,,
ES4160048,Lagunas de Cantalejo - ZEPA,ES,A,2019,2019,1,1,1,0,0.0
ES4160104,Hoces del Río Riaza,ES,B,,,0,1,,,
ES4160106,Lagunas de Cantalejo,ES,B,2019,2019,1,1,1,0,0.0
ES4160109,Sierra de Guadarrama,ES,B,2019,2025,4,6,7,3,0.42857142857142855
ES4160111,Valles del Voltoya y el Zorita,ES,B,2017,2018,2,2,2,0,0.0
ES4170013,Sierra de Urbión,ES,A,2022,2022,1,1,1,0,0.0
ES4170029,Sabinares Sierra de Cabrejas,ES,B,2022,2024,2,2,3,1,0.3333333333333333
ES4170083,Riberas del Río Duero y afluentes,ES,B,2022,2025,4,11,4,0,0.0
ES4170116,Sierras de Urbión y Cebollera,ES,B,2022,2022,1,1,1,0,0.0
ES4170135,Cañón del Río Lobos,ES,B,2011,2011,1,1,1,0,0.0
ES4170144,Riberas del Río Cidacos y afluentes,ES,B,2020,2020,1,1,1,0,0.0
ES4180017,Riberas de Castronuño,ES,C,2023,2023,1,1,1,0,0.0
ES4180070,Riberas del Río Cega,ES,B,2025,2025,1,6,1,0,0.0
ES4180081,Riberas del Río Adaja y afluentes,ES,B,2024,2024,1,1,1,0,0.0
ES4180124,Salgüeros de Aldeamayor,ES,B,2022,2022,1,1,1,0,0.0
ES4190033,Sierra de la Culebra,ES,B,2021,2021,1,1,1,0,0.0
ES4190102,Cañones del Duero,ES,B,2021,2021,1,1,1,0,0.0
ES4190132,Riberas del Río Manzanas y afluentes,ES,B,2012,2020,9,18,9,0,0.0
ES4190146,Lagunas y pastizales salinos de Villafáfila,ES,B,2021,2021,1,1,1,0,0.0
ES4210001,Hoces del río Júcar,ES,C,2022,2022,1,1,1,0,0.0
ES4210008,Sierra de Alcaraz y Segura y cañones del Segura y del Mundo,ES,C,2017,2017,1,1,1,0,0.0
ES4210017,Lagunas de Ruidera,ES,B,2010,2025,4,7,16,12,0.75
ES4220003,Ríos de la cuenca media del Guadiana y laderas vertientes,ES,C,2020,2025,6,13,6,0,0.0
ES4220005,Lagunas volcánicas del Campo de Calatrava,ES,B,2025,2025,1,2,1,0,0.0
ES4230002,Sierras de Talayuelas y Aliaguilla,ES,B,2000,2000,1,1,1,0,0.0
ES4230013,"Hoces del Cabriel, Guadazaón y ojos de Moya",ES,C,2008,2022,12,35,15,3,0.2
ES4230014,Serranía de Cuenca,ES,C,2014,2025,6,11,12,6,0.5
ES4240003,Riberas del Henares,ES,B,2020,2024,4,10,5,1,0.2
ES4240016,Alto Tajo,ES,C,2022,2025,2,5,4,2,0.5
ES4240018,Sierra de Altomira,ES,C,2012,2025,4,13,14,10,0.7142857142857143
ES4250001,Sierra de San Vicente y valles del Tiétar y Alberche,ES,C,2003,2025,6,24,23,17,0.7391304347826086
ES4250005,Montes de Toledo,ES,C,2021,2024,3,4,4,1,0.25
ES4250009,Yesares del valle del Tajo,ES,B,2023,2023,1,1,1,0,0.0
ES4250010,Humedales de La Mancha,ES,C,2020,2021,2,2,2,0,0.0
ES4310003,Complejo Lagunar de la Albuera,ES,B,2021,2024,2,2,4,2,0.5
ES4310004,Dehesas de Jerez,ES,C,2023,2025,2,2,3,1,0.3333333333333333
ES4310010,La Serena,ES,B,2025,2025,1,3,1,0,0.0
ES4310022,Río Gevora Alto,ES,B,2017,2022,2,2,6,4,0.6666666666666666
ES4310026,Río Guadiana Alto - Zujar,ES,B,2024,2024,1,4,1,0,0.0
ES4310027,Río Guadiana Internacional,ES,B,2015,2024,5,11,10,5,0.5
ES4310059,Río Gevora Bajo,ES,B,2020,2022,2,2,3,1,0.3333333333333333
ES4320005,Dehesas del Ruecas y Cubilar,ES,B,2021,2024,4,5,4,0,0.0
ES4320018,Río Almonte,ES,B,2015,2025,9,22,11,2,0.18181818181818182
ES4320030,Río Salor,ES,B,2016,2016,1,2,1,0,0.0
ES4320064,Embalse de Lancho,ES,B,2022,2022,1,2,1,0,0.0
ES4320071,Ríos Alagon y Jerte,ES,B,2016,2024,4,4,9,5,0.5555555555555556
ES4320076,Riveras de Gata y Acebo,ES,B,2022,2022,1,1,1,0,0.0
ES4320077,Monfragüe,ES,B,2013,2025,10,22,13,3,0.23076923076923078
ES5110001,El Montseny,ES,B,2020,2025,5,7,6,1,0.16666666666666666
ES5110005,Sistema Transversal català,ES,C,2022,2025,3,7,4,1,0.25
ES5110007,Riu i Estanys de Tordera,ES,B,2020,2022,3,4,3,0,0.0
ES5110008,Gallifa-Cingles de Bertí,ES,C,2015,2021,3,14,7,4,0.5714285714285714
ES5110009,Riera de Merlès,ES,C,2024,2024,1,1,1,0,0.0
ES5110010,Sant Llorenç del Munt i l'Obac,ES,C,2013,2025,6,9,13,7,0.5384615384615384
ES5110011,Serres del Litoral Septentrional,ES,B,2016,2024,6,18,9,3,0.3333333333333333
ES5110012,Montserrat-Roques Blanques-riu Llobregat,ES,C,2021,2025,4,8,5,1,0.2
ES5110013,Serres del Litoral central,ES,C,2017,2025,7,21,9,2,0.2222222222222222
ES5110014,Serra de Castelltallat,ES,B,2020,2020,1,1,1,0,0.0
ES5110015,Sistema Prelitoral Central,ES,C,2021,2021,1,1,1,0,0.0
ES5110016,Riera de Sorreigs,ES,B,2025,2025,1,1,1,0,0.0
ES5110018,Valls de l'Anoia,ES,C,2021,2023,3,3,3,0,0.0
ES5110024,Serra de Collserola,ES,B,2014,2025,12,96,12,0,0.0
ES5110025,Riu Congost,ES,B,2021,2024,4,9,4,0,0.0
ES5120001,Alta Garrotxa - Massís de les Salines,ES,C,2017,2022,3,4,6,3,0.5
ES5120004,Zona Volcànica de la Garrotxa,ES,B,2007,2024,6,14,18,12,0.6666666666666666
ES5120005,Riu Llobregat d'Empordà,ES,B,2022,2025,3,3,4,1,0.25
ES5120007,Cap de Creus,ES,C,2008,2025,9,14,18,9,0.5
ES5120008,Estany de Banyoles,ES,B,1989,2025,11,35,37,26,0.7027027027027027
ES5120010,Les Gavarres,ES,B,2013,2022,4,12,10,6,0.6
ES5120011,Riberes del Baix Ter,ES,B,2010,2025,7,36,16,9,0.5625
ES5120012,Les Guilleries,ES,C,2021,2023,2,2,3,1,0.3333333333333333
ES5120013,Massís de les Cadiretes,ES,C,2020,2023,4,7,4,0,0.0
ES5120014,L'Albera,ES,C,2020,2024,4,8,5,1,0.2
ES5120015,Litoral del Baix Empordà,ES,C,2021,2025,2,2,5,3,0.6
ES5120016,El Montgrí- Les Medes - El Baix Ter,ES,C,2013,2024,9,49,12,3,0.25
ES5120017,Estany de Sils-Riera de Santa Coloma,ES,C,2020,2023,4,10,4,0,0.0
ES5120019,Riberes de l'Alt Ter,ES,B,2024,2024,1,1,1,0,0.0
ES5120020,Riu Llémena,ES,B,2025,2025,1,3,1,0,0.0
ES5120021,Riu Fluvià,ES,B,2010,2025,9,36,16,7,0.4375
ES5130005,Era Artiga de Lin - Eth Portilhon,ES,C,2017,2019,2,2,3,1,0.3333333333333333
ES5130007,Riberes de l'Alt Segre,ES,B,2022,2024,2,2,3,1,0.3333333333333333
ES5130014,Aiguabarreig Segre-Noguera Pallaresa,ES,C,2015,2025,2,2,11,9,0.8181818181818182
ES5130015,"Serres del Montsec, Sant Mamet i Mitjana",ES,C,2018,2023,4,5,6,2,0.3333333333333333
ES5130016,Valls del Sió-Llobregós,ES,B,2022,2023,2,2,2,0,0.0
ES5130018,Estany d'Ivars- Vilasana,ES,C,2021,2023,2,7,3,1,0.3333333333333333
ES5130029,Serres de Queralt i Els Tossals-Aigua d'Ora,ES,B,2023,2023,1,1,1,0,0.0
ES5130030,Estanys de Basturs,ES,B,2020,2024,3,3,5,2,0.4
ES5130034,Riu Garona,ES,B,2022,2022,1,1,1,0,0.0
ES5130038,Secans del Segrià i Utxesa,ES,B,2024,2024,1,1,1,0,0.0
ES5130040,Secans de Mas de Melons-Alfés,ES,B,2025,2025,1,1,1,0,0.0
ES5140008,Muntanyes de Prades,ES,C,2020,2024,4,5,5,1,0.2
ES5140009,Tivissa-Vandellòs-Llaberia,ES,C,2017,2021,2,2,5,3,0.6
ES5140010,Riberes i Illes de l'Ebre,ES,B,2023,2023,1,2,1,0,0.0
ES5140011,Sistema Prelitoral meridional,ES,C,1986,2024,6,15,39,33,0.8461538461538461
ES5140012,Tossals d'Almatret i Riba Roja,ES,C,2024,2024,1,1,1,0,0.0
ES5140015,Riu Siurana i planes del Priorat,ES,C,2022,2022,1,1,1,0,0.0
ES5140017,Serra de Montsant-Pas de l'Ase,ES,C,2020,2021,2,3,2,0,0.0
ES5211007,Montgó,ES,B,2000,2021,9,19,22,13,0.5909090909090909
ES5212004,Riu Gorgos,ES,B,2019,2025,5,11,7,2,0.2857142857142857
ES5212007,Salero y Cabecicos de Villena,ES,B,2020,2020,1,1,1,0,0.0
ES5212008,Maigmó i Serres de la Foia de Castalla,ES,B,2010,2020,4,8,11,7,0.6363636363636364
ES5212012,Sierra de Escalona y Dehesa de Campoamor,ES,B,2024,2024,1,1,1,0,0.0
ES5213018,Penya-segats de la Marina,ES,C,2009,2022,5,14,14,9,0.6428571428571429
ES5213019,"Aitana, Serrella i Puigcampana",ES,B,2002,2015,5,10,14,9,0.6428571428571429
ES5213021,Serra Gelada i Litoral de la Marina Baixa,ES,B,2008,2012,2,6,5,3,0.6
ES5213025,Dunes de Guardamar,ES,B,2022,2022,1,1,1,0,0.0
ES5213026,Sierra de Orihuela,ES,B,1997,2022,2,4,26,24,0.9230769230769231
ES5213042,Valls de la Marina,ES,B,2006,2022,9,18,17,8,0.47058823529411764
ES5213054,Els Alforins,ES,B,1998,2010,2,2,13,11,0.8461538461538461
ES5221002,Desert de les Palmes,ES,B,2013,2021,5,12,9,4,0.4444444444444444
ES5222001,Serra d'Espadà,ES,B,2009,2020,5,6,12,7,0.5833333333333334
ES5222002,Marjal de Peníscola,ES,B,2002,2025,24,299,24,0,0.0
ES5222004,Curs alt del riu Millars,ES,B,1985,2020,13,25,36,23,0.6388888888888888
ES5222005,Marjal de Nules,ES,B,2003,2023,15,130,21,6,0.2857142857142857
ES5222007,Alguers de Borriana-Nules-Moncofa,ES,B,2011,2011,1,2,1,0,0.0
ES5223002,L'Alt Maestrat,ES,B,1992,2022,6,17,31,25,0.8064516129032258
ES5223004,Penyagolosa,ES,B,2002,2021,5,8,20,15,0.75
ES5223005,Alt Palància,ES,B,1985,1994,3,7,10,7,0.7
ES5223007,Marjal d'Almenara,ES,B,1993,2025,26,328,33,7,0.21212121212121213
ES5223029,Riu Bergantes,ES,B,1985,2019,6,11,35,29,0.8285714285714286
ES5223036,Serra d'Irta,ES,B,2008,2019,3,4,12,9,0.75
ES5232002,Serra Calderona,ES,B,2001,2021,6,9,21,15,0.7142857142857143
ES5232003,Curs mitjà del riu Palància,ES,B,1985,2024,14,25,40,26,0.65
ES5232004,Rius del Racó d'Ademús,ES,B,2004,2020,6,11,17,11,0.6470588235294118
ES5232006,Alto Túria,ES,B,1999,2021,10,20,23,13,0.5652173913043478
ES5232007,Riu Xúquer,ES,B,2000,2024,15,23,25,10,0.4
ES5232008,Curs mitjà del riu Albaida,ES,B,2006,2024,14,46,19,5,0.2631578947368421
ES5233001,"Tinença de Benifassà, Turmell i Vallivana",ES,B,1986,2022,6,31,37,31,0.8378378378378378
ES5233009,Sierra del Negrete,ES,B,1986,2024,11,37,39,28,0.717948717948718
ES5233010,Hoces del Cabriel,ES,B,2001,2021,20,44,21,1,0.047619047619047616
ES5233011,Sierras de Martés y el Ave,ES,B,2002,2023,16,52,22,6,0.2727272727272727
ES5233012,Valle de Ayora y Sierra del Boquerón,ES,B,1985,2023,16,61,39,23,0.5897435897435898
ES5233013,Serra de Corbera,ES,B,2013,2013,1,1,1,0,0.0
ES5233015,Serres del Montdúver i Marxuquera,ES,B,2011,2022,3,5,12,9,0.75
ES5233030,Marjal de la Safor,ES,B,1995,2025,30,451,31,1,0.03225806451612903
ES5233035,Arroyo Cerezo,ES,B,2002,2002,1,1,1,0,0.0
ES5233038,Dunes de la Safor,ES,B,2011,2022,3,3,12,9,0.75
ES5233040,Muela de Cortes y el Caroche,ES,B,1985,2022,16,64,38,22,0.5789473684210527
ES5233041,Serra de la Safor,ES,B,2007,2020,5,8,14,9,0.6428571428571429
ES5233044,Sierra de Malacara,ES,C,2003,2019,6,11,17,11,0.6470588235294118
ES5233045,Serra d'Enguera,ES,B,2004,2014,3,4,11,8,0.7272727272727273
ES5310027,Cimals de la Serra,ES,C,2024,2025,2,8,2,0,0.0
ES5310074,De cala Llucalari a Cales Coves,ES,B,,,0,1,,,
ES5310078,De Cala de Ses Ortigues a cala Estellencs,ES,B,2020,2025,2,3,6,4,0.6666666666666666
ES5310102,Xorrigo,ES,B,1997,2001,2,2,5,3,0.6
ES5310105,Es Amunts d'Eivissa,ES,B,2023,2023,1,1,1,0,0.0
ES5310113,La Vall,ES,B,2025,2025,1,1,1,0,0.0
ES5310125,Albufera de Mallorca,ES,B,1999,2025,23,123,27,4,0.14814814814814814
ES5310127,Costa Brava de Tramuntana,ES,B,2024,2024,1,2,1,0,0.0
ES6110002,Karst en Yesos de Sorbas,ES,C,2011,2022,2,2,12,10,0.8333333333333334
ES6110003,Sierra Maria - Los Vélez,ES,C,1986,2023,2,2,38,36,0.9473684210526315
ES6110005,Sierra de Cabrera-Bédar,ES,B,2004,2024,5,6,21,16,0.7619047619047619
ES6110012,"Sierras Almagrera, de Los Pinos y El Aguilón",ES,B,2020,2020,1,1,1,0,0.0
ES6110014,Artos de El Ejido,ES,B,2023,2023,1,2,1,0,0.0
ES6110017,Río Antas,ES,B,2015,2025,2,2,11,9,0.8181818181818182
ES6110018,Río Adra,ES,B,2022,2023,2,6,2,0,0.0
ES6120003,Estuario del Río Guadiaro,ES,C,2022,2022,1,3,1,0,0.0
ES6120008,La Breña y Marismas del Barbate,ES,C,2012,2012,1,1,1,0,0.0
ES6120015,Acebuchales de La Campiña Sur de Cádiz,ES,B,2021,2021,1,1,1,0,0.0
ES6120018,Pinar de Roche,ES,B,2024,2024,1,1,1,0,0.0
ES6120021,Río Guadalete,ES,B,2022,2025,2,4,4,2,0.5
ES6120031,Ríos Guadiaro y Hozgarganta,ES,B,2017,2018,2,3,2,0,0.0
ES6120032,Estrecho Oriental,ES,B,2024,2024,1,1,1,0,0.0
ES6130001,Sierra de Cardeña y Montoro,ES,C,1994,2025,5,7,32,27,0.84375
ES6130002,Sierras Subbéticas,ES,C,2024,2024,1,3,1,0,0.0
ES6130004,Río Guadalmez,ES,B,2007,2007,1,1,1,0,0.0
ES6130006,Guadalmellato,ES,B,2020,2020,1,6,1,0,0.0
ES6130007,Guadiato-Bembézar,ES,B,2020,2024,4,9,5,1,0.2
ES6130010,Río Guadamatilla y Arroyo del Tamujar,ES,B,2020,2020,1,3,1,0,0.0
ES6130012,Río Zújar,ES,B,2023,2025,3,3,3,0,0.0
ES6130015,Río Guadalquivir -Tramo Medio,ES,B,2019,2025,4,5,7,3,0.42857142857142855
ES6130017,Alto Guadiato,ES,A,2023,2024,2,3,2,0,0.0
ES6140003,Sierra de Huétor,ES,B,2018,2018,1,1,1,0,0.0
ES6140004,Sierra Nevada,ES,C,2002,2025,9,207,24,15,0.625
ES6140013,Acantilados y Fondos Marinos Tesorillo-Salobreña,ES,B,2024,2024,1,1,1,0,0.0
ES6140014,Acantilados y Fondos Marinos de Calahonda-Castell de Ferro,ES,B,2021,2021,1,5,1,0,0.0
ES6140016,Acantilados y Fondos Marinos de La Punta de La Mona,ES,B,2024,2024,1,1,1,0,0.0
ES6150001,Laguna de El Portil,ES,B,2017,2022,6,9,6,0,0.0
ES6150009,Doñana Norte y Oeste,ES,B,2015,2024,5,7,10,5,0.5
ES6150010,Andévalo Occidental,ES,B,2025,2025,1,1,1,0,0.0
ES6150013,Dunas del Odiel,ES,B,2021,2024,3,4,4,1,0.25
ES6150019,Bajo Guadalquivir,ES,B,2023,2023,1,3,1,0,0.0
ES6150021,Corredor Ecológico del Río Tinto,ES,B,2014,2024,3,3,11,8,0.7272727272727273
ES6160002,Alto Guadalquivir,ES,C,2024,2024,1,1,1,0,0.0
ES6160004,Laguna Grande,ES,B,2024,2024,1,1,1,0,0.0
ES6160006,Sierra de Andújar,ES,C,2017,2024,3,5,8,5,0.625
ES6160007,Sierra Mágina,ES,C,1995,1995,1,1,1,0,0.0
ES6160008,"Cuencas del Rumblar, Guadalén y Guadalmena",ES,B,2020,2025,6,94,6,0,0.0
ES6160011,Río Guadiana Menor - Tramo Inferior,ES,B,2021,2021,1,1,1,0,0.0
ES6160012,Río Jándula,ES,B,2023,2023,1,3,1,0,0.0
ES6160014,Río Guadalimar,ES,B,2024,2024,1,1,1,0,0.0
ES6170002,Acantilados de Maro-Cerro Gordo,ES,C,2023,2023,1,1,1,0,0.0
ES6170006,Sierra de Las Nieves,ES,C,2018,2018,1,1,1,0,0.0
ES6170010,Sierras Bermeja y Real,ES,B,2014,2023,2,3,10,8,0.8
ES6170012,Sierra de Camarolos,ES,B,2021,2021,1,1,1,0,0.0
ES6170015,Lagunas de Campillos,ES,C,2014,2014,1,1,1,0,0.0
ES6170019,Río Verde,ES,B,2023,2023,1,1,1,0,0.0
ES6170020,Río Guadaiza,ES,B,2017,2017,1,1,1,0,0.0
ES6170021,Río Guadalmina,ES,B,2024,2024,1,1,1,0,0.0
ES6170022,Río Fuengirola,ES,B,2024,2025,2,3,2,0,0.0
ES6170026,Río del Padrón,ES,B,2025,2025,1,1,1,0,0.0
ES6170029,Río Manilva,ES,B,2025,2025,1,1,1,0,0.0
ES6170030,Calahonda,ES,B,2023,2024,2,2,2,0,0.0
ES6170031,Río Guadiaro,ES,B,2019,2019,1,1,1,0,0.0
ES6170033,"Ríos Guadalhorce, Fahalas y Pereilas",ES,B,2011,2022,3,4,12,9,0.75
ES6170034,Río Guadalevín,ES,B,2021,2021,1,1,1,0,0.0
ES6170038,Montes de Málaga,ES,B,2019,2024,3,4,6,3,0.5
ES6180005,Corredor Ecológico del Río Guadiamar,ES,B,2020,2025,5,16,6,1,0.16666666666666666
ES6200001,"Calblanque, Monte de las Cenizas y Peña del Águila",ES,B,2017,2025,2,2,9,7,0.7777777777777778
ES6200002,Carrascoy y El Valle,ES,B,2024,2024,1,1,1,0,0.0
ES6200006,Espacios Abiertos e Islas del Mar Menor,ES,B,2023,2024,2,2,2,0,0.0
ES6200045,Ríos Mula y Pliego,ES,B,2023,2024,2,2,2,0,0.0
ES6310001,Calamocarro-Benzú,ES,C,2025,2025,1,1,1,0,0.0
ES7010004,Azuaje,ES,B,2020,2022,2,2,3,1,0.3333333333333333
ES7010005,Los Tilos de Moya,ES,B,2019,2019,1,1,1,0,0.0
ES7010007,Las Dunas de Maspalomas,ES,B,2013,2025,6,19,13,7,0.5384615384615384
ES7010008,Güigüí,ES,B,2022,2023,2,2,2,0,0.0
ES7010010,Pilancones,ES,B,2018,2023,2,2,6,4,0.6666666666666666
ES7010012,Bandama,ES,B,2012,2025,5,11,14,9,0.6428571428571429
ES7010017,Franja marina de Mogán,ES,B,2023,2023,1,1,1,0,0.0
ES7010024,Vega de Río Palmas,ES,B,2019,2025,3,4,7,4,0.5714285714285714
ES7010025,Fataga,ES,B,2022,2025,3,3,4,1,0.25
ES7010027,Jinámar,ES,B,2021,2023,2,2,3,1,0.3333333333333333
ES7010032,Corralejo,ES,B,2017,2017,1,1,1,0,0.0
ES7010033,Jandía,ES,B,2021,2023,2,2,3,1,0.3333333333333333
ES7010035,Playa de Sotavento de Jandía,ES,B,2012,2023,4,9,12,8,0.6666666666666666
ES7010037,Bahía del Confital,ES,B,2012,2012,1,1,1,0,0.0
ES7010039,El Nublo II,ES,B,2016,2025,6,14,10,4,0.4
ES7010042,La Playa del Matorral,ES,C,2008,2025,11,28,18,7,0.3888888888888889
ES7010062,Betancuria,ES,B,2012,2024,3,5,13,10,0.7692307692307693
ES7010063,Nublo,ES,B,2022,2023,2,4,2,0,0.0
ES7011003,Pino Santo,ES,B,2016,2023,3,3,8,5,0.625
ES7020010,Las Nieves,ES,B,2019,2024,3,3,6,3,0.5
ES7020011,Cumbre Vieja,ES,B,2018,2025,5,7,8,3,0.375
ES7020014,Risco de la Concepción,ES,B,2012,2024,8,18,13,5,0.38461538461538464
ES7020015,Costa de Hiscaguán,ES,B,2022,2022,1,2,1,0,0.0
ES7020016,Barranco del Jorado,ES,B,2016,2016,1,1,1,0,0.0
ES7020021,Barranco de las Angustias,ES,B,2005,2025,10,24,21,11,0.5238095238095238
ES7020022,Tamanca,ES,B,2017,2025,4,4,9,5,0.5555555555555556
ES7020041,Charco del Conde,ES,B,2011,2012,2,2,2,0,0.0
ES7020048,Malpaís de Güímar,ES,B,2016,2016,1,1,1,0,0.0
ES7020051,Barranco del Infierno,ES,B,2025,2025,1,2,1,0,0.0
ES7020054,Corona Forestal,ES,B,1984,1984,1,1,1,0,0.0
ES7020061,Roque de Jama,ES,B,2022,2022,1,1,1,0,0.0
ES7020068,La Rambla de Castro,ES,B,2019,2022,3,5,4,1,0.25
ES7020072,Montaña de la Breña,ES,B,2024,2024,1,1,1,0,0.0
ES7020074,"Los Campeches, Tigaiga y Ruiz",ES,B,2023,2023,1,1,1,0,0.0
ES7020093,Monteverde de Barranco Seco-Barranco del Agua,ES,B,2019,2025,4,4,7,3,0.42857142857142855
ES7020095,Anaga,ES,B,2010,2025,7,15,16,9,0.5625
ES7020096,Teno,ES,B,2017,2022,2,3,6,4,0.6666666666666666
ES7020097,Teselinde-Cabecera de Vallehermoso,ES,B,2024,2024,1,1,1,0,0.0
ES7020098,Montaña del Cepo,ES,B,2017,2021,2,2,5,3,0.6
ES7020109,Barrancos del Cedro y Liria,ES,C,2025,2025,1,2,1,0,0.0
ESZZ15002,Espacio marino del oriente y sur de Lanzarote-Fuerteventura,ES,B,2013,2013,1,1,1,0,0.0
ESZZ16002,Canal de Menorca,ES,B,2018,2018,1,3,1,0,0.0
ESZZ16006,Espacio marino de Ifac,ES,B,2007,2022,10,23,16,6,0.375
ESZZ16007,Espacio marino de la Marina Alta,ES,C,2022,2022,1,1,1,0,0.0
ESZZ16008,Espacio marino del Cabo de les Hortes,ES,B,1996,1996,1,1,1,0,0.0
ESZZ16009,Espacio marino de Cabo Roig,ES,C,1994,2017,5,7,24,19,0.7916666666666666
FI0100002,Tapelsåsen-Lindöviken-Heimlax,FI,B,2025,2025,1,1,1,0,0.0
FI0100005,Tammisaaren ja Hangon saariston ja Pohjanpitäjänlahden merensuojelualue,FI,C,1971,2024,5,5,54,49,0.9074074074074074
FI0100006,Tulliniemen linnustonsuojelualue,FI,C,2013,2013,1,1,1,0,0.0
FI0100011,Läppträsket,FI,C,2021,2021,1,1,1,0,0.0
FI0100023,Mustionjoki,FI,B,2006,2024,4,6,19,15,0.7894736842105263
FI0100027,Espoonlahti-Saunalahti,FI,B,2013,2023,3,3,11,8,0.7272727272727273
FI0100028,Laajalahden lintuvesi,FI,C,1983,2025,12,27,43,31,0.7209302325581395
FI0100029,Pohjan-Kiskon järvialue,FI,B,2005,2015,4,5,11,7,0.6363636363636364
FI0100044,Lemmenlaakson lehto,FI,B,2017,2017,1,1,1,0,0.0
FI0100046,Tuusulanjärven lintuvesi,FI,A,2015,2023,3,6,9,6,0.6666666666666666
FI0100051,Kytäjän-Usmin metsäalue,FI,B,2016,2016,1,1,1,0,0.0
FI0100052,Järvisuo-Ridasjärvi,FI,C,2024,2024,1,1,1,0,0.0
FI0100062,Vanhankaupunginlahden lintuvesi,FI,C,2008,2025,8,15,18,10,0.5555555555555556
FI0100065,Mustavuoren lehto ja Östersundomin lintuvedet,FI,C,2011,2011,1,1,1,0,0.0
FI0100066,Sipoonkorpi,FI,B,2011,2019,4,5,9,5,0.5555555555555556
FI0100074,Porvoonjoen suisto-Stensböle,FI,C,2005,2025,10,19,21,11,0.5238095238095238
FI0100078,Pernajanlahtien ja Pernajan saariston merensuojelualue,FI,C,2012,2015,2,4,4,2,0.5
FI0100095,Peltolan vanha metsä,FI,B,2017,2017,1,1,1,0,0.0
FI0100097,Rientolan metsä,FI,B,2015,2015,1,1,1,0,0.0
FI0100104,Vantaanjoki,FI,B,2012,2025,11,16,14,3,0.21428571428571427
FI0100105,Kirkkonummen saaristo (SPA),FI,A,1977,2004,2,2,28,26,0.9285714285714286
FI0200001,Puurijärvi-Isosuo,FI,B,1996,1996,1,2,1,0,0.0
FI0200020,Myllylähde,FI,B,2023,2023,1,1,1,0,0.0
FI0200021,Haapakeidas,FI,C,2017,2024,2,2,8,6,0.75
FI0200027,Viurilanlahti,FI,A,2016,2016,1,1,1,0,0.0
FI0200032,Köyliönjärvi,FI,C,2025,2025,1,1,1,0,0.0
FI0200035,Inhottujärvi,FI,A,2013,2013,1,1,1,0,0.0
FI0200045,Pirilänkoski,FI,B,2025,2025,1,1,1,0,0.0
FI0200049,Vanhakoski,FI,B,2024,2024,1,1,1,0,0.0
FI0200057,Ruissalon lehdot,FI,C,2006,2025,7,7,20,13,0.65
FI0200058,Kuusistonlahti,FI,A,2022,2022,1,1,1,0,0.0
FI0200060,Rauvolanlahti,FI,C,2008,2025,5,6,18,13,0.7222222222222222
