SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
HUFH30005,Hanság,HU,C,2008,2025,18,374,18,0,0.0
HUHN10001,Szatmár-Bereg,HU,A,2013,2025,3,6,13,10,0.7692307692307693
HUHN10002,Hortobágy,HU,A,1974,2025,35,10205,52,17,0.3269230769230769
HUHN10003,Bihar,HU,A,2011,2025,13,79,15,2,0.13333333333333333
HUHN10004,Közép-Tisza,HU,A,2015,2025,9,50,11,2,0.18181818181818182
HUHN10005,Jászság,HU,A,2020,2025,3,6,6,3,0.5
HUHN10008,Felső-Tisza,HU,A,2012,2022,5,10,11,6,0.5454545454545454
HUHN20001,Felső-Tisza,HU,B,2012,2025,7,18,14,7,0.5
HUHN20002,Hortobágy,HU,B,1974,2025,35,8861,52,17,0.3269230769230769
HUHN20003,Tisza-tó,HU,B,1990,2025,24,1033,36,12,0.3333333333333333
HUHN20009,Derecske - konyári gyepek,HU,B,2016,2025,7,29,10,3,0.3
HUHN20012,Sándorosi tavak,HU,B,2018,2019,2,2,2,0,0.0
HUHN20013,Közép-Bihar,HU,B,2012,2020,2,4,9,7,0.7777777777777778
HUHN20015,Közép-Tisza,HU,B,2015,2025,9,51,11,2,0.18181818181818182
HUHN20016,Kék-Kálló-völgye,HU,B,2024,2024,1,3,1,0,0.0
HUHN20020,Monostorpályi-legelő,HU,B,2025,2025,1,11,1,0,0.0
HUHN20032,Gúti-erdő,HU,B,2017,2019,2,3,3,1,0.3333333333333333
HUHN20033,Debrecen-hajdúböszörményi tölgyesek,HU,B,2017,2025,8,70,9,1,0.1111111111111111
HUHN20048,Tarpa-Tákos,HU,B,2025,2025,1,1,1,0,0.0
HUHN20076,Borsóhalmi-legelő,HU,B,2020,2020,1,1,1,0,0.0
HUHN20081,Újszász-jászboldogházi gyepek,HU,B,2025,2025,1,3,1,0,0.0
HUHN20093,Kaba-földesi gyepek,HU,B,2011,2024,10,35,14,4,0.2857142857142857
HUHN20101,Bihari-legelő,HU,B,2020,2021,2,4,2,0,0.0
HUHN20106,Újfehértói gyepek,HU,B,2023,2023,1,3,1,0,0.0
HUHN20107,Nagy-Vadas,HU,B,2020,2020,1,1,1,0,0.0
HUHN20138,Aranyosi-legelő,HU,B,2023,2023,1,1,1,0,0.0
HUHN20140,Úrbéri-legelő,HU,B,2023,2023,1,4,1,0,0.0
HUHN20141,Tiszaigar - Tiszaörsi Körtvélyes,HU,B,2023,2023,1,1,1,0,0.0
HUHN20145,Kecskeri-puszta és környéke,HU,B,2017,2025,6,13,9,3,0.3333333333333333
HUHN20148,Pásztói-legelő,HU,B,2014,2014,1,1,1,0,0.0
HUKM10002,Kis-Sárrét,HU,A,2014,2025,7,10,12,5,0.4166666666666667
HUKM10003,Dévaványai-sík,HU,A,2007,2025,17,260,19,2,0.10526315789473684
HUKM10004,Hódmezővásárhely környéki és csanádi-háti puszták,HU,A,2016,2024,7,114,9,2,0.2222222222222222
HUKM10005,Cserebökényi-puszták,HU,A,2020,2020,1,1,1,0,0.0
HUKM20001,Hódmezővásárhely környéki és csanádi-háti puszták,HU,B,2018,2024,7,55,7,0,0.0
HUKM20004,Száraz-ér,HU,B,2020,2021,2,2,2,0,0.0
HUKM20008,Maros,HU,B,2009,2023,4,10,15,11,0.7333333333333333
HUKM20014,Dévaványa környéki gyepek,HU,B,2014,2025,10,62,12,2,0.16666666666666666
HUKM20015,Hortobágy-Berettyó,HU,B,2007,2018,10,88,12,2,0.16666666666666666
HUKM20016,Sebes-Körös,HU,B,2024,2024,1,2,1,0,0.0
HUKM20017,Hármas-Körös,HU,B,2016,2025,5,5,10,5,0.5
HUKM20019,Dél-Bihari szikesek,HU,B,2014,2025,6,7,12,6,0.5
HUKM20027,Cserebökény,HU,B,2020,2020,1,1,1,0,0.0
HUKN10001,Felső-kiskunsági szikes puszták és turjánvidék,HU,A,1900,2025,19,935,126,107,0.8492063492063492
HUKN10002,Kiskunsági szikes tavak és az őrjegi turjánvidék,HU,A,2010,2025,12,113,16,4,0.25
HUKN10004,Alpár-bokrosi tisza-ártéri öblözet,HU,A,2007,2025,14,123,19,5,0.2631578947368421
HUKN10007,Alsó-Tisza-völgy,HU,A,1969,2025,15,809,57,42,0.7368421052631579
HUKN10008,BalástyaSzatymaz környéki homokvidék,HU,A,2014,2025,12,93,12,0,0.0
HUKN20001,Felső-kiskunsági szikes puszta,HU,B,2002,2025,17,550,24,7,0.2916666666666667
HUKN20002,Peszéri-erdő,HU,B,2020,2020,1,1,1,0,0.0
HUKN20003,Felső-kiskunsági turjánvidék,HU,B,2014,2025,10,30,12,2,0.16666666666666666
HUKN20008,Déli-Homokhátság,HU,B,2019,2025,6,56,7,1,0.14285714285714285
HUKN20009,Felső-kiskunsági szikes tavak és Miklapuszta,HU,B,2010,2025,12,104,16,4,0.25
HUKN20011,Fülöpházi homokbuckák,HU,B,2008,2025,12,43,18,6,0.3333333333333333
HUKN20012,Szegedi ürgés gyep,HU,B,2019,2021,2,3,3,1,0.3333333333333333
HUKN20013,Fülöpszállás - Soltszentimre - csengődi lápok,HU,B,2016,2018,2,4,3,1,0.3333333333333333
HUKN20015,Ágasegyháza - orgoványi rétek,HU,B,2016,2024,2,2,9,7,0.7777777777777778
HUKN20017,Közép-csongrádi szikesek,HU,B,2019,2023,3,3,5,2,0.4
HUKN20018,Jánoshalma-kunfehértói erdők,HU,B,2024,2024,1,1,1,0,0.0
HUKN20019,Baksi-puszta,HU,B,2013,2025,11,273,13,2,0.15384615384615385
HUKN20020,Harkai-tó,HU,B,2016,2025,3,35,10,7,0.7
HUKN20022,Kiskőrösi turjános,HU,B,2018,2018,1,1,1,0,0.0
HUKN20024,Bócsa-bugaci homokpuszta,HU,B,1987,2024,7,39,38,31,0.8157894736842105
HUKN20027,Péteri-tó,HU,B,2012,2024,6,15,13,7,0.5384615384615384
HUKN20028,Tiszaalpár-bokrosi ártéri öblözet,HU,B,2007,2025,14,123,19,5,0.2631578947368421
HUKN20031,Alsó-Tisza hullámtér,HU,B,2015,2025,4,9,11,7,0.6363636363636364
HUKN20032,Dél-Őrjeg,HU,B,2024,2024,1,2,1,0,0.0
HUKN20036,"Imre-hegy, Pirtó-kiskunhalasi homokbuckák",HU,B,2024,2025,2,3,2,0,0.0
HUKN30001,Csongrád-bokrosi Sóstó,HU,C,2019,2023,2,3,5,3,0.6
HUKN30003,Izsáki Kolon-tó,HU,C,2015,2025,7,34,11,4,0.36363636363636365
HUON10001,Őrség,HU,A,2011,2025,6,10,15,9,0.6
HUON20002,Kőszegi-hegység,HU,B,2016,2025,6,12,10,4,0.4
HUON20008,Rába és Csörnöc-völgy,HU,B,2024,2024,1,1,1,0,0.0
HUON20018,Őrség,HU,B,2011,2025,6,10,15,9,0.6
IE0000007,Lough Oughter and Associated Loughs SAC,IE,B,,,0,9,,,
IE0000014,Ballyallia Lake SAC,IE,B,2005,2007,2,13,3,1,0.3333333333333333
IE0000020,Black Head-Poulsallagh Complex SAC,IE,B,2011,2025,7,12,15,8,0.5333333333333333
IE0000036,Inagh River Estuary SAC,IE,B,2007,2024,2,2,18,16,0.8888888888888888
IE0000054,Moneen Mountain SAC,IE,B,2024,2024,1,1,1,0,0.0
IE0000090,Glengarriff Harbour and Woodland SAC,IE,B,2015,2025,5,8,11,6,0.5454545454545454
IE0000091,Clonakilty Bay SAC,IE,B,2023,2025,3,17,3,0,0.0
IE0000093,Caha Mountains SAC,IE,B,2015,2015,1,2,1,0,0.0
IE0000097,Lough Hyne Nature Reserve and Environs SAC,IE,B,2017,2017,1,1,1,0,0.0
IE0000101,Roaringwater Bay and Islands SAC,IE,B,1980,2023,10,49,44,34,0.7727272727272727
IE0000102,Sheep's Head SAC,IE,B,2017,2023,3,6,7,4,0.5714285714285714
IE0000108,The Gearagh SAC,IE,B,2023,2023,1,8,1,0,0.0
IE0000109,Three Castle Head to Mizen Head SAC,IE,B,1980,2024,6,15,45,39,0.8666666666666667
IE0000133,Donegal Bay (Murvagh) SAC,IE,B,2014,2025,2,2,12,10,0.8333333333333334
IE0000147,Horn Head and Rinclevan SAC,IE,B,2024,2024,1,5,1,0,0.0
IE0000189,Slieve League SAC,IE,B,2016,2024,4,8,9,5,0.5555555555555556
IE0000190,Slieve Tooey/Tormore Island/Loughros Beg Bay SAC,IE,B,2022,2022,1,1,1,0,0.0
IE0000197,West of Ardara/Maas Road SAC,IE,B,2024,2024,1,9,1,0,0.0
IE0000199,Baldoyle Bay SAC,IE,B,2014,2025,6,17,12,6,0.5
IE0000202,Howth Head SAC,IE,B,2012,2025,5,7,14,9,0.6428571428571429
IE0000204,Lambay Island SAC,IE,B,,,0,5,,,
IE0000205,Malahide Estuary SAC,IE,B,2014,2025,5,18,12,7,0.5833333333333334
IE0000206,North Dublin Bay SAC,IE,B,2011,2025,14,47,15,1,0.06666666666666667
IE0000208,Rogerstown Estuary SAC,IE,B,2011,2023,2,18,13,11,0.8461538461538461
IE0000210,South Dublin Bay SAC,IE,B,2011,2025,11,89,15,4,0.26666666666666666
IE0000212,Inishmaan Island SAC,IE,B,2018,2018,1,1,1,0,0.0
IE0000213,Inishmore Island SAC,IE,B,2016,2024,4,13,9,5,0.5555555555555556
IE0000216,River Shannon Callows SAC,IE,B,2022,2022,1,10,1,0,0.0
IE0000218,Coolcam Turlough SAC,IE,B,,,0,2,,,
IE0000238,Caherglassaun Turlough SAC,IE,B,,,0,2,,,
IE0000252,Coole-Garryland Complex SAC,IE,B,2024,2024,1,1,1,0,0.0
IE0000268,Galway Bay Complex SAC,IE,B,1996,2025,17,162,30,13,0.43333333333333335
IE0000278,Inishbofin and Inishshark SAC,IE,B,2013,2025,2,3,13,11,0.8461538461538461
IE0000297,Lough Corrib SAC,IE,B,2010,2020,3,55,11,8,0.7272727272727273
IE0000301,Lough Lurgeen Bog/Glenamaddy Turlough SAC,IE,B,2025,2025,1,1,1,0,0.0
IE0000304,Lough Rea SAC,IE,B,,,0,3,,,
IE0000322,Rahasane Turlough SAC,IE,B,2020,2025,3,12,6,3,0.5
IE0000332,"Akeragh, Banna and Barrow Harbour SAC",IE,B,2022,2024,3,4,3,0,0.0
IE0000335,Ballinskelligs Bay and Inny Estuary SAC,IE,B,2020,2025,4,8,6,2,0.3333333333333333
IE0000343,Castlemaine Harbour SAC,IE,B,2019,2025,4,5,7,3,0.42857142857142855
IE0000365,"Killarney National Park, Macgillycuddy's Reeks and Caragh River Catchment SAC",IE,B,2011,2025,8,15,15,7,0.4666666666666667
IE0000375,Mount Brandon SAC,IE,B,2021,2025,2,2,5,3,0.6
IE0000440,Lough Ree SAC,IE,B,2023,2025,3,16,3,0,0.0
IE0000448,Fortwilliam Turlough SAC,IE,B,,,0,4,,,
IE0000455,Dundalk Bay SAC,IE,B,2015,2025,5,6,11,6,0.5454545454545454
IE0000458,Killala Bay/Moy Estuary SAC,IE,B,2024,2025,2,10,2,0,0.0
IE0000470,Mullet/Blacksod Bay Complex SAC,IE,B,1995,2025,4,28,31,27,0.8709677419354839
IE0000472,Broadhaven Bay SAC,IE,B,2024,2024,1,1,1,0,0.0
IE0000476,Carrowmore Lake Complex SAC,IE,B,,,0,1,,,
IE0000484,Cross Lough (Killadoon) SAC,IE,B,,,0,8,,,
IE0000507,Inishkea Islands SAC,IE,B,2001,2001,1,5,1,0,0.0
IE0000516,Lackan Saltmarsh and Kilcummin Head SAC,IE,B,2021,2025,3,8,5,2,0.4
IE0000584,Cuilcagh - Anierin Uplands SAC,IE,B,,,0,1,,,
IE0000606,Lough Fingall Complex SAC,IE,B,,,0,2,,,
IE0000622,Ballysadare Bay SAC,IE,B,2024,2025,2,27,2,0,0.0
IE0000623,"Ben Bulben, Gleniff and Glenade Complex SAC",IE,B,2024,2024,1,1,1,0,0.0
IE0000625,Bunduff Lough and Machair/Trawalua/Mullaghmore SAC,IE,B,2023,2025,3,46,3,0,0.0
IE0000627,Cummeen Strand/Drumcliff Bay (Sligo Bay) SAC,IE,B,2022,2025,4,54,4,0,0.0
IE0000636,Templehouse and Cloonacleigha Loughs SAC,IE,B,2025,2025,1,1,1,0,0.0
IE0000671,Tramore Dunes and Backstrand SAC,IE,B,,,0,8,,,
IE0000685,Lough Ennell SAC,IE,B,,,0,6,,,
IE0000688,Lough Owel SAC,IE,B,,,0,5,,,
IE0000697,Bannow Bay SAC,IE,B,,,0,6,,,
IE0000704,Lady's Island Lake SAC,IE,B,2015,2025,6,52,11,5,0.45454545454545453
IE0000707,Saltee Islands SAC,IE,B,2011,2025,4,4,15,11,0.7333333333333333
IE0000709,Tacumshin Lake SAC,IE,B,2008,2025,6,21,18,12,0.6666666666666666
IE0000710,Raven Point Nature Reserve SAC,IE,B,2011,2025,3,4,15,12,0.8
IE0000714,Bray Head SAC,IE,B,2014,2024,4,5,11,7,0.6363636363636364
IE0000729,Buckroney-Brittas Dunes and Fen SAC,IE,B,,,0,2,,,
IE0000764,Hook Head SAC,IE,B,1992,2018,2,5,27,25,0.9259259259259259
IE0000781,Slaney River Valley SAC,IE,B,2017,2025,5,16,9,4,0.4444444444444444
IE0001021,Carrowmore Point to Spanish Point and Islands SAC,IE,B,2005,2025,6,16,21,15,0.7142857142857143
IE0001040,Barley Cove to Ballyrisode Point SAC,IE,B,1980,2025,4,15,46,42,0.9130434782608695
IE0001058,Great Island Channel SAC,IE,B,2011,2025,7,47,15,8,0.5333333333333333
IE0001061,Kilkeran Lake and Castlefreke Dunes SAC,IE,B,2024,2024,1,4,1,0,0.0
IE0001090,Ballyness Bay SAC,IE,B,2022,2025,3,16,4,1,0.25
IE0001141,Gweedore Bay and Islands SAC,IE,B,2025,2025,1,8,1,0,0.0
IE0001228,Aughrusbeg Machair and Lake SAC,IE,B,2022,2022,1,2,1,0,0.0
IE0001230,Courtmacsherry Estuary SAC,IE,B,2023,2025,3,4,3,0,0.0
IE0001257,Dog's Bay SAC,IE,B,2023,2024,2,3,2,0,0.0
IE0001285,Kiltiernan Turlough SAC,IE,B,,,0,3,,,
IE0001309,Omey Island Machair SAC,IE,B,1993,2025,4,17,33,29,0.8787878787878788
IE0001387,Ballynafagh Lake SAC,IE,B,,,0,2,,,
IE0001459,Clogher Head SAC,IE,B,2024,2025,2,2,2,0,0.0
IE0001482,Clew Bay Complex SAC,IE,B,2013,2025,4,18,13,9,0.6923076923076923
IE0001497,Doogort Machair/Lough Doo SAC,IE,B,2025,2025,1,1,1,0,0.0
IE0001501,Erris Head SAC,IE,B,2016,2025,3,6,10,7,0.7
IE0001513,Keel Machair/Menaun Cliffs SAC,IE,B,2025,2025,1,3,1,0,0.0
IE0001673,Lough Arrow SAC,IE,B,,,0,2,,,
IE0001680,Streedagh Point Dunes SAC,IE,B,2024,2025,2,7,2,0,0.0
IE0001774,Lough Carra/Mask Complex SAC,IE,B,,,0,4,,,
IE0001818,Lough Forbes Complex SAC,IE,B,,,0,1,,,
IE0001890,Mullaghanish Bog SAC,IE,B,2017,2017,1,1,1,0,0.0
IE0001926,East Burren Complex SAC,IE,B,2000,2025,5,19,26,21,0.8076923076923077
IE0001955,Croaghaun/Slievemore SAC,IE,B,2024,2024,1,1,1,0,0.0
IE0001957,Boyne Coast and Estuary SAC,IE,B,2014,2022,2,10,9,7,0.7777777777777778
IE0001975,Ballyhoorisky Point to Fanad Head SAC,IE,B,2024,2024,1,5,1,0,0.0
IE0001976,Lough Gill SAC,IE,B,2010,2025,2,13,16,14,0.875
IE0002012,North Inishowen Coast SAC,IE,B,2019,2023,4,6,5,1,0.2
IE0002047,Cloghernagore Bog and Glenveagh National Park SAC,IE,B,2023,2024,2,4,2,0,0.0
IE0002070,"Tralee Bay and Magharees Peninsula, West to Cloghane SAC",IE,B,2010,2025,4,37,16,12,0.75
IE0002074,Slyne Head Peninsula SAC,IE,B,2012,2013,2,7,2,0,0.0
IE0002111,Kilkieran Bay and Islands SAC,IE,B,1995,2025,4,13,31,27,0.8709677419354839
IE0002120,Lough Bane and Lough Glass SAC,IE,B,,,0,1,,,
IE0002122,Wicklow Mountains SAC,IE,B,2022,2025,3,8,4,1,0.25
IE0002137,Lower River Suir SAC,IE,B,,,0,9,,,
IE0002158,Kenmare River SAC,IE,B,1995,2025,11,37,31,20,0.6451612903225806
IE0002159,Mulroy Bay SAC,IE,B,2024,2024,1,1,1,0,0.0
IE0002161,Long Bank SAC,IE,B,1992,1992,1,23,1,0,0.0
IE0002162,River Barrow and River Nore SAC,IE,B,2010,2022,2,103,13,11,0.8461538461538461
IE0002165,Lower River Shannon SAC,IE,B,1995,2025,12,97,31,19,0.6129032258064516
IE0002170,Blackwater River (Cork/Waterford) SAC,IE,B,2010,2010,1,59,1,0,0.0
IE0002172,Blasket Islands SAC,IE,B,1980,2025,6,16,46,40,0.8695652173913043
IE0002176,Leannan River SAC,IE,B,,,0,2,,,
IE0002193,Ireland's Eye SAC,IE,B,2018,2025,2,2,8,6,0.75
IE0002249,The Murrough Wetlands SAC,IE,B,2011,2025,5,41,15,10,0.6666666666666666
IE0002259,Tory Island Coast SAC,IE,B,1995,2025,6,12,31,25,0.8064516129032258
IE0002262,Valencia Harbour/Portmagee Channel SAC,IE,B,2021,2025,4,10,5,1,0.2
IE0002263,Kerry Head Shoal SAC,IE,B,1996,1996,1,1,1,0,0.0
IE0002264,Kilkee Reefs SAC,IE,B,2004,2006,2,6,3,1,0.3333333333333333
IE0002268,Achill Head SAC,IE,B,1995,1995,1,3,1,0,0.0
IE0002269,Carnsore Point SAC,IE,B,1983,2025,10,12,43,33,0.7674418604651163
IE0002283,Rutland Island and Sound SAC,IE,B,2023,2023,1,1,1,0,0.0
IE0002287,Lough Swilly SAC,IE,B,2023,2025,3,28,3,0,0.0
IE0002293,"Carrowbaun, Newhall and Ballylee Turloughs SAC",IE,B,2022,2022,1,1,1,0,0.0
IE0002294,Cahermore Turlough SAC,IE,B,,,0,3,,,
IE0002296,Williamstown Turloughs SAC,IE,B,,,0,2,,,
IE0002298,River Moy SAC,IE,B,2010,2010,1,46,1,0,0.0
IE0002299,River Boyne and River Blackwater SAC,IE,B,2010,2025,3,84,16,13,0.8125
IE0002301,River Finn SAC,IE,B,,,0,9,,,
IE0002306,Carlingford Shore SAC,IE,B,,,0,10,,,
IE0002328,Hovland Mound Province SAC,IE,B,1980,1996,2,23,17,15,0.8823529411764706
IE0002338,Drumalough Bog SAC,IE,B,,,0,2,,,
IE0002343,Tullaher Lough and Bog SAC,IE,B,2005,2005,1,3,1,0,0.0
IE0002953,Blackwater Bank SAC,IE,B,1987,1992,2,5,6,4,0.6666666666666666
IE0002998,West Connacht Coast SAC,IE,B,1980,2025,7,19,46,39,0.8478260869565217
IE0003000,Rockabill to Dalkey Island SAC,IE,B,1987,2024,9,41,38,29,0.7631578947368421
IE0003015,Codling Fault Zone SAC,IE,B,1992,1998,4,7,7,3,0.42857142857142855
IE0004002,Saltee Islands SPA,IE,A,2011,2012,2,2,2,0,0.0
IE0004004,Inishkea Islands SPA,IE,A,2001,2001,1,5,1,0,0.0
IE0004005,Cliffs of Moher SPA,IE,A,1979,2025,18,88,47,29,0.6170212765957447
IE0004006,North Bull Island SPA,IE,A,2011,2025,15,57,15,0,0.0
IE0004008,Blasket Islands SPA,IE,A,1995,2025,5,7,31,26,0.8387096774193549
IE0004009,Lady's Island Lake SPA,IE,A,2015,2025,6,55,11,5,0.45454545454545453
IE0004013,Drumcliff Bay SPA,IE,A,2024,2025,2,23,2,0,0.0
IE0004014,Rockabill SPA,IE,A,1995,2014,4,38,20,16,0.8
IE0004015,Rogerstown Estuary SPA,IE,A,2011,2023,2,18,13,11,0.8461538461538461
IE0004016,Baldoyle Bay SPA,IE,A,2016,2024,4,14,9,5,0.5555555555555556
IE0004019,The Raven SPA,IE,A,2011,2025,3,4,15,12,0.8
IE0004022,Ballycotton Bay SPA,IE,A,2019,2019,1,1,1,0,0.0
IE0004024,South Dublin Bay and River Tolka Estuary SPA,IE,A,2011,2025,13,164,15,2,0.13333333333333333
IE0004025,Malahide Estuary SPA,IE,A,2014,2025,5,18,12,7,0.5833333333333334
IE0004026,Dundalk Bay SPA,IE,A,2015,2025,6,19,11,5,0.45454545454545453
IE0004027,Tramore Back Strand SPA,IE,A,,,0,8,,,
IE0004028,Blackwater Estuary SPA,IE,A,,,0,10,,,
IE0004029,Castlemaine Harbour SPA,IE,A,1995,2025,7,12,31,24,0.7741935483870968
IE0004030,Cork Harbour SPA,IE,A,2012,2025,10,58,14,4,0.2857142857142857
IE0004031,Inner Galway Bay SPA,IE,A,1996,2025,17,150,30,13,0.43333333333333335
IE0004032,Dungarvan Harbour SPA,IE,A,2023,2023,1,13,1,0,0.0
IE0004033,Bannow Bay SPA,IE,A,,,0,6,,,
IE0004034,Trawbreaga Bay SPA,IE,A,2019,2019,1,1,1,0,0.0
IE0004035,Cummeen Strand SPA,IE,A,2022,2024,3,10,3,0,0.0
IE0004036,Killala Bay/Moy Estuary SPA,IE,A,2024,2025,2,10,2,0,0.0
IE0004037,Blacksod Bay/Broad Haven SPA,IE,A,1995,2025,3,18,31,28,0.9032258064516129
IE0004038,Killarney National Park SPA,IE,A,2011,2025,6,8,15,9,0.6
IE0004039,Derryveagh and Glendowan Mountains SPA,IE,A,2023,2024,2,4,2,0,0.0
IE0004040,Wicklow Mountains SPA,IE,A,2022,2025,3,7,4,1,0.25
IE0004041,Ballyallia Lough SPA,IE,A,2005,2007,2,13,3,1,0.3333333333333333
IE0004042,Lough Corrib SPA,IE,A,,,0,8,,,
IE0004043,Lough Derravaragh SPA,IE,A,,,0,4,,,
IE0004044,Lough Ennell SPA,IE,A,,,0,6,,,
IE0004045,Glen Lough SPA,IE,A,2023,2024,2,3,2,0,0.0
IE0004046,Lough Iron SPA,IE,A,,,0,5,,,
IE0004047,Lough Owel SPA,IE,A,,,0,5,,,
IE0004048,Lough Gara SPA,IE,A,2023,2023,1,1,1,0,0.0
IE0004049,Lough Oughter Complex SPA,IE,A,,,0,7,,,
IE0004050,Lough Arrow SPA,IE,A,,,0,2,,,
IE0004051,Lough Carra SPA,IE,A,,,0,1,,,
IE0004052,Carrowmore Lake SPA,IE,A,,,0,1,,,
IE0004060,Lough Fern SPA,IE,A,,,0,1,,,
IE0004061,Lough Kinale and Derragh Lough SPA,IE,A,,,0,4,,,
IE0004062,Lough Mask SPA,IE,A,,,0,3,,,
IE0004063,Poulaphouca Reservoir SPA,IE,A,,,0,4,,,
IE0004064,Lough Ree SPA,IE,A,2023,2025,3,15,3,0,0.0
IE0004065,Lough Sheelin SPA,IE,A,,,0,4,,,
IE0004069,Lambay Island SPA,IE,A,,,0,5,,,
IE0004073,Tory Island SPA,IE,A,2021,2025,5,11,5,0,0.0
IE0004075,Lough Swilly SPA,IE,A,2023,2025,3,30,3,0,0.0
IE0004076,Wexford Harbour and Slobs SPA,IE,A,2011,2025,9,27,15,6,0.4
IE0004077,River Shannon and River Fergus Estuaries SPA,IE,A,2004,2025,9,76,22,13,0.5909090909090909
IE0004078,Carlingford Lough SPA,IE,A,,,0,5,,,
IE0004080,Boyne Estuary SPA,IE,A,2014,2014,1,9,1,0,0.0
IE0004081,Clonakilty Bay SPA,IE,A,2023,2025,3,16,3,0,0.0
IE0004083,"Inishbofin, Inishdooey and Inishbeg SPA",IE,A,,,0,1,,,
IE0004084,Inishglora and Inishkeeragh SPA,IE,A,1980,1980,1,1,1,0,0.0
IE0004086,River Little Brosna Callows SPA,IE,A,,,0,6,,,
IE0004087,Lough Foyle SPA,IE,A,,,0,3,,,
IE0004089,Rahasane Turlough SPA,IE,A,2020,2025,3,12,6,3,0.5
IE0004090,Sheskinmore Lough SPA,IE,A,,,0,1,,,
IE0004091,Stabannan-Braganstown SPA,IE,A,,,0,5,,,
IE0004092,Tacumshin Lake SPA,IE,A,2008,2025,6,21,18,12,0.6666666666666666
IE0004093,Termoncarragh Lake and Annagh Machair SPA,IE,A,2023,2025,3,8,3,0,0.0
IE0004094,Blackwater Callows SPA,IE,A,2010,2010,1,13,1,0,0.0
IE0004095,Kilcolman Bog SPA,IE,A,,,0,4,,,
IE0004096,Middle Shannon Callows SPA,IE,A,2022,2022,1,10,1,0,0.0
IE0004101,Ballykenny-Fisherstown Bog SPA,IE,A,,,0,1,,,
IE0004107,Coole-Garryland SPA,IE,A,2024,2024,1,1,1,0,0.0
IE0004113,Howth Head Coast SPA,IE,A,2023,2025,3,3,3,0,0.0
IE0004114,Illaunonearaun SPA,IE,A,2004,2006,2,5,3,1,0.3333333333333333
IE0004116,Inishkeel SPA,IE,A,,,0,1,,,
IE0004117,Ireland's Eye SPA,IE,A,2017,2025,4,6,9,5,0.5555555555555556
IE0004119,Loop Head SPA,IE,A,2004,2004,1,2,1,0,0.0
IE0004122,Skerries Islands SPA,IE,A,,,0,8,,,
IE0004129,Ballysadare Bay SPA,IE,A,2024,2025,2,30,2,0,0.0
IE0004132,Illancrone and Inishkeeragh SPA,IE,A,2023,2023,1,1,1,0,0.0
IE0004133,Aughris Head SPA,IE,A,2024,2025,2,3,2,0,0.0
IE0004134,Lough Rea SPA,IE,A,,,0,3,,,
IE0004149,Falcarragh to Meenlaragh SPA,IE,A,2023,2023,1,1,1,0,0.0
IE0004150,West Donegal Coast SPA,IE,A,2016,2024,4,6,9,5,0.5555555555555556
IE0004151,Donegal Bay SPA,IE,A,2023,2025,2,15,3,1,0.3333333333333333
IE0004152,Inishmore SPA,IE,A,2016,2016,1,1,1,0,0.0
IE0004153,Dingle Peninsula SPA,IE,A,2012,2025,9,22,14,5,0.35714285714285715
IE0004154,Iveragh Peninsula SPA,IE,A,2010,2025,10,73,16,6,0.375
IE0004155,Beara Peninsula SPA,IE,A,2009,2025,9,19,17,8,0.47058823529411764
IE0004156,Sheep's Head to Toe Head SPA,IE,A,1980,2025,10,36,46,36,0.782608695652174
IE0004158,River Nanny Estuary and Shore SPA,IE,A,2014,2014,1,12,1,0,0.0
IE0004159,Slyne Head to Ardmore Point Islands SPA,IE,A,,,0,7,,,
IE0004167,Slieve Beagh SPA,IE,A,,,0,2,,,
IE0004168,Slieve Aughty Mountains SPA,IE,A,,,0,1,,,
IE0004172,Dalkey Islands SPA,IE,A,2024,2025,2,3,2,0,0.0
IE0004177,Bills Rocks SPA,IE,A,1909,1909,1,2,1,0,0.0
IE0004182,Mid-Clare Coast SPA,IE,A,2005,2025,6,23,21,15,0.7142857142857143
IE0004186,The Murrough SPA,IE,A,2011,2025,8,112,15,7,0.4666666666666667
IE0004187,Sligo/Leitrim Uplands SPA,IE,A,2024,2024,1,1,1,0,0.0
IE0004188,Tralee Bay Complex SPA,IE,A,2010,2025,5,16,16,11,0.6875
IE0004190,Galley Head to Duneen Point SPA,IE,A,2023,2024,2,10,2,0,0.0
IE0004191,Seven Heads SPA,IE,A,2024,2024,1,1,1,0,0.0
IE0004193,Mid-Waterford Coast SPA,IE,A,2022,2025,2,2,4,2,0.5
IE0004212,Cross Lough (Killadoon) SPA,IE,A,,,0,8,,,
IE0004219,Courtmacsherry Bay SPA,IE,A,2023,2025,3,4,3,0,0.0
IE0004220,Corofin Wetlands SPA,IE,A,2024,2024,1,5,1,0,0.0
IE0004228,Lough Conn and Lough Cullin SPA,IE,A,,,0,8,,,
IE0004230,West Donegal Islands SPA,IE,A,,,0,2,,,
IE0004232,River Boyne and River Blackwater SPA,IE,A,2010,2023,3,87,14,11,0.7857142857142857
IE0004233,River Nore SPA,IE,A,2010,2010,1,57,1,0,0.0
IE0004234,Ballintemple and Ballygilgan SPA,IE,A,2024,2025,2,9,2,0,0.0
IT1110001,Rocca di Cavour,IT,B,2015,2024,2,5,10,8,0.8
IT1110002,Collina di Superga,IT,B,2012,2025,6,7,14,8,0.5714285714285714
