SITECODE,site_name,ms,site_type,year_min,year_max,n_years,n_occurrences,expected_years,missing_years,gap_fraction
FR2502006,Ancienne carrière de la Cressonnière,FR,B,,,0,2,,,
FR2502007,Anciennes carrières d'Orbec,FR,B,,,0,3,,,
FR2502008,Ancienne champignonnière des Petites Hayes,FR,B,2004,2006,2,2,3,1,0.3333333333333333
FR2502009,Anciennes mines de Barenton et de Bion,FR,B,2006,2022,4,4,17,13,0.7647058823529411
FR2502012,"Coteaux calcaires et anciennes carrières de La Meauffe, Cavigny et Airel",FR,B,2021,2025,2,3,5,3,0.6
FR2502014,Bocages et vergers du sud Pays d'Auge,FR,B,1969,2024,17,605,56,39,0.6964285714285714
FR2502015,Vallée du Sarthon et affluents,FR,B,1986,2025,34,2649,40,6,0.15
FR2502018,Banc et récifs de Surtainville,FR,B,1995,2024,25,222,30,5,0.16666666666666666
FR2502019,Anse de Vauville,FR,B,1996,2024,20,98,29,9,0.3103448275862069
FR2502020,Baie de Seine occidentale,FR,B,1996,2025,18,5471,30,12,0.4
FR2502021,Baie de Seine orientale,FR,B,1996,2014,11,1030,19,8,0.42105263157894735
FR2502022,Nord Bretagne DH,FR,B,1972,2022,12,126,51,39,0.7647058823529411
FR2510037,Chausey,FR,A,1983,2025,39,711,43,4,0.09302325581395349
FR2510046,Basses Vallées du Cotentin et Baie des Veys,FR,A,1983,2025,37,16721,43,6,0.13953488372093023
FR2510047,Baie de Seine occidentale,FR,A,1996,2023,17,5264,28,11,0.39285714285714285
FR2510048,Baie du Mont Saint Michel,FR,A,1978,2025,37,14131,48,11,0.22916666666666666
FR2510059,Estuaire de l'Orne,FR,A,1953,2025,17,211,73,56,0.7671232876712328
FR2510099,Falaise du Bessin Occidental,FR,A,1998,2025,10,314,28,18,0.6428571428571429
FR2512001,Littoral augeron,FR,A,1996,2014,11,519,19,8,0.42105263157894735
FR2512002,Landes et dunes de la Hague,FR,A,1982,2025,38,732,44,6,0.13636363636363635
FR2512003,Havre de la Sienne,FR,A,1979,2025,29,78,47,18,0.3829787234042553
FR2512004,Forêts et étangs du Perche,FR,A,1991,2025,26,244,35,9,0.2571428571428571
FR2512005,Nord Bretagne DO,FR,A,1972,2022,12,126,51,39,0.7647058823529411
FR2600956,Combes de la Côte dijonnaise,FR,B,2006,2025,13,288,20,7,0.35
FR2600957,Montagne côte d'orienne,FR,B,2004,2025,18,294,22,4,0.18181818181818182
FR2600959,Milieux forestiers du Châtillonnais avec marais tufeux et sites à sabot de Vénus,FR,B,2002,2025,19,957,24,5,0.20833333333333334
FR2600963,Marais tufeux du Châtillonnais,FR,B,2013,2023,9,441,11,2,0.18181818181818182
FR2600965,Vallées de la Loire et de l'Allier entre  Cher et Nièvre,FR,B,1989,2025,33,5677,37,4,0.10810810810810811
FR2600966,Val de Loire nivernais,FR,B,1996,2025,28,1298,30,2,0.06666666666666667
FR2600970,Pelouses calcicoles et falaises des environs de Clamecy,FR,B,2019,2024,5,9,6,1,0.16666666666666666
FR2600971,Côte châlonnaise,FR,B,2005,2025,11,100,21,10,0.47619047619047616
FR2600972,Pelouses calcicoles du Mâconnais,FR,B,1999,2024,8,96,26,18,0.6923076923076923
FR2600973,Les habitats naturels de l'arrière côte de Beaune,FR,B,2005,2025,16,190,21,5,0.23809523809523808
FR2600974,"Pelouses, forêts et habitats à chauve-souris du sud de la vallée de l'Yonne et de ses affluents",FR,B,1987,2025,18,165,39,21,0.5384615384615384
FR2600975,Cavités à chauves-souris en Bourgogne,FR,B,2011,2025,11,58,15,4,0.26666666666666666
FR2600976,Prairies et forêts inondables du Val de Saône entre Chalon et Tournus et de la basse vallée de la Grosne,FR,B,1995,2025,25,372,31,6,0.1935483870967742
FR2600979,"Dunes continentales, tourbière de la Truchère et prairies de la Basse Seille",FR,B,1998,2024,24,1305,27,3,0.1111111111111111
FR2600980,"Prairies, bocage, milieux tourbeux et landes sèches de la vallée de la Belaine",FR,B,2006,2022,4,5,17,13,0.7647058823529411
FR2600981,Prairies inondables de la basse vallée du Doubs jusqu'à l'amont de Navilly,FR,B,2004,2025,6,280,22,16,0.7272727272727273
FR2600987,"Milieux humides, forêts, pelouses et habitats à Chauves-souris du Morvan",FR,B,1995,2025,30,4529,31,1,0.03225806451612903
FR2600990,Landes et tourbière du bois de la Biche,FR,B,2022,2022,1,3,1,0,0.0
FR2600993,Étangs à Cistude d'Europe du Charolais,FR,B,2019,2019,1,1,1,0,0.0
FR2600994,Complexe des étangs du Bazois,FR,B,2018,2024,3,6,7,4,0.5714285714285714
FR2600996,Marais alcalin et prairies humides de Baon,FR,B,2020,2020,1,1,1,0,0.0
FR2600998,Vallon de Canada et barrage du Pont du Roi,FR,B,2010,2024,5,13,15,10,0.6666666666666666
FR2601004,Eboulis calcaires de la vallée de l'Armançon,FR,B,2010,2015,2,3,6,4,0.6666666666666666
FR2601005,Pelouses à orchidées et habitats à chauve-souris des vallées de l'Yonne et de la Vanne,FR,B,2010,2024,10,20,15,5,0.3333333333333333
FR2601011,Milieux humides et habitats à Chauves-souris de Puisaye-Forterre,FR,B,2006,2023,9,19,18,9,0.5
FR2601012,Gîtes et habitats à chauves-souris en Bourgogne,FR,B,2000,2025,26,2082,26,0,0.0
FR2601013,Forêt de Cîteaux et environs,FR,B,2005,2024,16,61,20,4,0.2
FR2601014,"Bocages, forêts et milieux humides des Amognes et du bassin de la Machine",FR,B,1880,2025,20,88,146,126,0.863013698630137
FR2601015,"Bocage, forêts et milieux humides du Sud Morvan",FR,B,1969,2025,27,1103,57,30,0.5263157894736842
FR2601016,"Bocage, forêts et milieux humides du bassin de la Grosne et du Clunisois",FR,B,1999,2025,24,2432,27,3,0.1111111111111111
FR2601017,Val de Loire bocager,FR,B,1870,2025,27,2359,156,129,0.8269230769230769
FR2610004,Vallées de la Loire et de l'Allier entre Cher et Nièvre,FR,A,1989,2025,33,4407,37,4,0.10810810810810811
FR2610006,Basse vallée de la Seille,FR,A,1998,2024,24,1305,27,3,0.1111111111111111
FR2612001,Arrière côte de Dijon et de Beaune,FR,A,2001,2025,25,3066,25,0,0.0
FR2612002,Val de Loire bocager,FR,A,1870,2025,28,2394,156,128,0.8205128205128205
FR2612003,Massifs forestiers et vallées du châtillonnais,FR,A,1995,2025,29,6689,31,2,0.06451612903225806
FR2612005,Basse vallée du Doubs et étangs associés,FR,A,2004,2025,7,283,22,15,0.6818181818181818
FR2612006,Prairies alluviales et milieux associés de Saône-et-Loire,FR,A,1995,2025,28,1036,31,3,0.0967741935483871
FR2612007,Forêt de Citeaux et environs,FR,A,2005,2024,16,61,20,4,0.2
FR2612008,Étang de Galetas,FR,A,2017,2020,2,2,4,2,0.5
FR2612009,"Bocage, forêts et milieux humides des Amognes et du bassin de la Machine",FR,A,1880,2025,20,88,146,126,0.863013698630137
FR2612010,Val de Loire nivernais,FR,A,1996,2025,28,1312,30,2,0.06666666666666667
FR3100474,Dunes de la plaine maritime flamande,FR,B,1950,2025,38,4636,76,38,0.5
FR3100475,Dunes flandriennes décalcifiées de Ghyvelde,FR,B,2011,2025,6,23,15,9,0.6
FR3100477,"Falaises et pelouses du Cap Blanc Nez, du Mont d'Hubert, des Noires Mottes, du Fond de la Forge et du Mont de Couple",FR,B,1998,2025,19,287,28,9,0.32142857142857145
FR3100478,"Falaises du Cran aux Oeufs et du Cap Gris-Nez, Dunes du Chatelet, Marais de Tardinghen et Dunes de Wissant",FR,B,2000,2025,22,1128,26,4,0.15384615384615385
FR3100479,"Falaises et dunes de Wimereux, estuaire de la Slack, Garennes et Communaux d'Ambleteuse-Audresselles",FR,B,1933,2025,22,809,93,71,0.7634408602150538
FR3100480,"Estuaire de la Canche, dunes picardes plaquées sur l'ancienne falaise, forêt d'Hardelot et falaise d'Equihen",FR,B,1978,2025,26,415,48,22,0.4583333333333333
FR3100481,Dunes et marais arrière-littoraux de la plaine maritime picarde,FR,B,1983,2025,22,148,43,21,0.4883720930232558
FR3100482,Dunes de l'Authie et Mollières de Berck,FR,B,2006,2025,10,92,20,10,0.5
FR3100483,Coteau de Dannes et de Camiers,FR,B,2004,2022,10,42,19,9,0.47368421052631576
FR3100484,Pelouses et bois neutrocalcicoles de la cuesta sud du Boulonnais,FR,B,1996,2025,25,83,30,5,0.16666666666666666
FR3100485,Pelouses et bois neutrocalcicoles des cuestas du Boulonnais et du Pays de Licques et forêt de Guines,FR,B,2007,2025,7,20,19,12,0.631578947368421
FR3100487,"Pelouses, bois acides à neutrocalcicoles, landes nord-atlantiques du plateau d'Helfaut et système alluvial de la moyenne vallée de l'Aa",FR,B,1999,2025,17,50,27,10,0.37037037037037035
FR3100488,Coteau de la Montagne d'Acquin et pelouses du Val de Lumbres,FR,B,2010,2022,6,17,13,7,0.5384615384615384
FR3100489,"Pelouses, bois, forêts neutrocalcicoles et système alluvial de la moyenne vallée de l'Authie",FR,B,1999,2025,21,242,27,6,0.2222222222222222
FR3100491,"Landes, mares et bois acides du Plateau de Sorrus Saint Josse, prairies alluviales et bois tourbeux en aval de Montreuil",FR,B,2010,2025,9,117,16,7,0.4375
FR3100492,Prairies et marais tourbeux de la basse vallée de l'Authie,FR,B,2002,2021,13,192,20,7,0.35
FR3100494,Prairies et marais tourbeux de Guines,FR,B,2011,2025,8,21,15,7,0.4666666666666667
FR3100495,"Prairies, marais tourbeux, forêts et bois de la cuvette audomaroise et de ses versants",FR,B,2012,2025,10,31,14,4,0.2857142857142857
FR3100498,Forêt de Tournehem et pelouses de la cuesta du pays de Licques,FR,B,2000,2024,6,6,25,19,0.76
FR3100499,Forêts de Desvres et de Boulogne et bocage prairial humide du Bas-Boulonnais,FR,B,2005,2025,14,33,21,7,0.3333333333333333
FR3100505,Pelouses métallicoles de Mortagne du Nord,FR,B,,,0,1,,,
FR3100506,Bois de Flines-les-Raches et système alluvial du courant des Vanneaux,FR,B,2011,2016,2,3,6,4,0.6666666666666666
FR3100507,Forêts de Raismes / Saint Amand / Wallers et Marchiennes et plaine alluviale de la Scarpe,FR,B,1999,2025,21,83,27,6,0.2222222222222222
FR3100509,"Forêts de Mormal et de Bois l'Evêque, Bois de la Lanière et Plaine alluviale de la Sambre",FR,B,2000,2025,8,14,26,18,0.6923076923076923
FR3100511,"Forêts, bois, étangs et bocage herbager de la Fagne et du plateau d'Anor",FR,B,1991,2025,20,131,35,15,0.42857142857142855
FR3100512,"Hautes Vallées de la Solre, de la Thure, de la Hante et leurs versants boisés et bocagers",FR,B,1994,2025,23,2753,32,9,0.28125
FR3102001,Marais de la grenouillère,FR,B,2013,2022,3,4,10,7,0.7
FR3102002,Bancs des Flandres,FR,B,2008,2025,18,634,18,0,0.0
FR3102003,Récifs Gris-Nez Blanc-Nez,FR,B,2008,2025,18,1623,18,0,0.0
FR3102004,Ridens et dunes hydrauliques du détroit du Pas-de-Calais,FR,B,2009,2024,6,459,16,10,0.625
FR3102005,Baie de Canche et couloir des trois estuaires,FR,B,1976,2025,29,9110,50,21,0.42
FR3102006,Vallée de la Sambre,FR,B,2000,2025,14,192,26,12,0.46153846153846156
FR3102007,Le Marais de Villiers,FR,B,1997,2023,14,66,27,13,0.48148148148148145
FR3110038,Estuaire de la Canche,FR,A,1984,2025,23,1573,42,19,0.4523809523809524
FR3110039,Platier d'Oye,FR,A,2011,2025,15,240,15,0,0.0
FR3110083,Marais de Balançon,FR,A,1997,2023,19,100,27,8,0.2962962962962963
FR3110085,Cap Gris-Nez,FR,A,1933,2025,31,3260,93,62,0.6666666666666666
FR3112001,"Forêt, bocage, étangs de Thiérache",FR,A,1954,2025,25,1266,72,47,0.6527777777777778
FR3112002,"Les ""Cinq Tailles""",FR,A,2006,2025,10,28,20,10,0.5
FR3112003,Marais Audomarois,FR,A,2012,2025,11,32,14,3,0.21428571428571427
FR3112004,Dunes de Merlimont,FR,A,1983,2025,22,108,43,21,0.4883720930232558
FR3112005,Vallée de la Scarpe et de l'Escaut,FR,A,1988,2025,25,391,38,13,0.34210526315789475
FR3112006,Bancs des Flandres,FR,A,1977,2025,45,3737,49,4,0.08163265306122448
FR4100153,Pelouses et vallons forestiers de Chauvoncourt,FR,B,2010,2010,1,1,1,0,0.0
FR4100154,"Pelouses, forêt et fort de Pagny-la-Blanche-Côte",FR,B,2005,2025,18,75,21,3,0.14285714285714285
FR4100155,"Pelouses et milieux cavernicoles de la vallée de la Chiers et de l'Othain, fort du Chenois, buxaie de Montmédy",FR,B,1971,2025,21,706,55,34,0.6181818181818182
FR4100156,Marais de Chaumont devant Damvillers,FR,B,2012,2021,3,3,10,7,0.7
FR4100157,Plateau de Malzéville,FR,B,2008,2025,10,48,18,8,0.4444444444444444
FR4100159,Pelouses du pays Messin,FR,B,1991,2025,11,29,35,24,0.6857142857142857
FR4100161,Pelouses et vallons forestiers du Rupt de Mad,FR,B,1985,2025,18,368,41,23,0.5609756097560976
FR4100163,Pelouses du Toulois,FR,B,2007,2025,9,14,19,10,0.5263157894736842
FR4100164,Pelouses de Lorry-Mardigny et Vittonville,FR,B,2012,2025,10,45,14,4,0.2857142857142857
FR4100166,Hauts de Meuse,FR,B,2005,2024,11,29,20,9,0.45
FR4100167,Pelouses et rochers du pays de Sierck,FR,B,1996,2025,15,96,30,15,0.5
FR4100169,Côte de Delme et anciennes carrières de Tincry,FR,B,2017,2025,7,14,9,2,0.2222222222222222
FR4100171,Corridor de la Meuse,FR,B,1987,2025,21,995,39,18,0.46153846153846156
FR4100172,Mines du Warndt,FR,B,2021,2022,2,2,2,0,0.0
FR4100178,"Vallée de la Moselle du fond de Monvaux au vallon de la Deuille, ancienne poudrière de Bois sous Roche",FR,B,2008,2025,7,22,18,11,0.6111111111111112
FR4100179,Bois du Feing,FR,B,2012,2012,1,1,1,0,0.0
FR4100180,"Bois de Demange, Saint-Joire",FR,B,2009,2022,2,6,14,12,0.8571428571428571
FR4100181,Forêts de la vallée de la Méholle,FR,B,2010,2022,3,3,13,10,0.7692307692307693
FR4100182,Forêts de Gondrecourt-le-Château,FR,B,2009,2022,5,9,14,9,0.6428571428571429
FR4100183,Forêts des Argonnelles,FR,B,2005,2025,12,23,21,9,0.42857142857142855
FR4100185,Forêt domaniale de Beaulieu,FR,B,1999,2025,9,19,27,18,0.6666666666666666
FR4100188,Vallons de Gorze et grotte de Robert Fey,FR,B,2008,2022,3,5,15,12,0.8
FR4100189,Forêt humide de la Reine et Catena de Rangeval,FR,B,2006,2023,12,39,18,6,0.3333333333333333
FR4100190,Forêts et étangs du Bambois,FR,B,2012,2023,5,16,12,7,0.5833333333333334
FR4100191,Milieux forestiers et prairies humides des vallées du Mouzon et de l'Anger,FR,B,2003,2024,4,55,22,18,0.8181818181818182
FR4100192,"Forêt et étang de Parroy, vallée de la Vezouze et fort de Manonviller",FR,B,1993,2025,30,1265,33,3,0.09090909090909091
FR4100193,Crêtes des Vosges mosellanes,FR,B,2008,2017,8,8,10,2,0.2
FR4100194,"Forêt domaniale de Gérardmer ouest (La Morte Femme, Faignes de Noir Rupt)",FR,B,2008,2024,7,8,17,10,0.5882352941176471
FR4100196,Massif du Grand Ventron,FR,B,2013,2024,8,23,12,4,0.3333333333333333
FR4100197,Massif de Vologne,FR,B,2009,2009,1,3,1,0,0.0
FR4100198,"Massif de Haute Meurthe, défilé de Straiture",FR,B,2007,2025,7,13,19,12,0.631578947368421
FR4100199,Massif de Saint Maurice et Bussang,FR,B,2006,2025,11,28,20,9,0.45
FR4100201,Hêtraie sapinière de Bousson et Grandcheneau,FR,B,2007,2018,4,5,12,8,0.6666666666666666
FR4100202,Massif forestier de Longegoutte,FR,B,2012,2024,4,5,13,9,0.6923076923076923
FR4100203,"Chaumes du Hohneck, Kastelberg, Rainkopf, et Charlemagne",FR,B,1860,2025,20,501,166,146,0.8795180722891566
FR4100204,Secteur du Tanet Gazon du Faing,FR,B,1985,2025,21,329,41,20,0.4878048780487805
FR4100205,Tourbière de Lispach,FR,B,2010,2025,8,19,16,8,0.5
FR4100206,Tourbière de Machais et cirque de Blanchemer,FR,B,2004,2025,16,50,22,6,0.2727272727272727
FR4100207,Etang et tourbière de la Demoiselle,FR,B,2012,2025,2,3,14,12,0.8571428571428571
FR4100208,"Cours d'eau, tourbières, rochers et forêts des Vosges du nord et souterrain de Ramstein",FR,B,1993,2025,30,1174,33,3,0.09090909090909091
FR4100209,Tourbière du Champâtre,FR,B,2025,2025,1,1,1,0,0.0
FR4100210,Tourbière de Jemnaufaing,FR,B,2012,2016,3,3,5,2,0.4
FR4100212,Landes et tourbières du camp militaire de Bitche,FR,B,2019,2019,1,4,1,0,0.0
FR4100213,Vallon de Halling,FR,B,2008,2023,3,5,16,13,0.8125
FR4100214,Marais de Vittoncourt,FR,B,2012,2012,1,6,1,0,0.0
FR4100215,Marais d'Ippling,FR,B,2007,2012,2,5,6,4,0.6666666666666666
FR4100216,Marais de Pagny-sur-Meuse,FR,B,2000,2017,6,66,18,12,0.6666666666666666
FR4100219,"Complexe de l'étang de Lindre, forêt de Romersberg et zones voisines",FR,B,2006,2023,12,34,18,6,0.3333333333333333
FR4100220,"Etang et forêt de Mittersheim, cornée de Ketzing",FR,B,2012,2017,3,3,6,3,0.5
FR4100222,Lac de Madine et étangs de Pannes,FR,B,2015,2025,9,18,11,2,0.18181818181818182
FR4100227,Vallée de la Moselle (secteur Chatel-Tonnoy),FR,B,1989,2022,28,3285,34,6,0.17647058823529413
FR4100228,Confluence Moselle - Moselotte,FR,B,1989,2023,9,323,35,26,0.7428571428571429
FR4100230,Vallée de la Saônelle,FR,B,1985,2025,22,870,41,19,0.4634146341463415
FR4100231,Secteurs halophiles et prairies humides de la vallée de la Nied,FR,B,1986,2003,2,22,18,16,0.8888888888888888
FR4100232,Vallée de la Seille (secteur amont et petite Seille),FR,B,1988,2021,12,1074,34,22,0.6470588235294118
FR4100233,"Vallée du Madon (secteur Haroué / Pont-Saint-Vincent), du Brenon et carrières de Xeuilley",FR,B,1990,2022,28,1654,33,5,0.15151515151515152
FR4100234,Vallée de la Meuse (secteur de Stenay),FR,B,1985,2025,14,74,41,27,0.6585365853658537
FR4100236,Vallée de la Meuse (secteur Sorcy Saint-Martin),FR,B,1992,2022,9,10,31,22,0.7096774193548387
FR4100238,Vallée de la Meurthe de la Voivre à Saint-Clément et tourbière de la Basse Saint-Jean,FR,B,1986,2024,31,1041,39,8,0.20512820512820512
FR4100239,Vallée de la Meurthe du Collet de la Schlucht au Rudlin,FR,B,2005,2023,6,114,19,13,0.6842105263157895
FR4100240,Vallée de l'Esch de Ansauville à Jezainville,FR,B,2006,2025,15,1305,20,5,0.25
FR4100241,Vallée de la Nied Réunie,FR,B,1986,2020,2,7,35,33,0.9428571428571428
FR4100243,Ruisseau et tourbière de Belbriette,FR,B,2016,2017,2,2,2,0,0.0
FR4100244,"Vallées de la Sarre, de l'Albe et de l'Isch - marais de Francaltroff",FR,B,1985,2021,29,1340,37,8,0.21621621621621623
FR4102001,La Meuse et ses annexes hydrauliques,FR,B,1994,2014,11,681,21,10,0.47619047619047616
FR4110007,Lac de Madine et étangs de Pannes,FR,A,2015,2025,9,18,11,2,0.18181818181818182
FR4110060,Etang de Lachaussée et zones voisines,FR,A,2009,2024,9,33,16,7,0.4375
FR4110061,Marais de Pagny-sur-Meuse,FR,A,2000,2017,6,66,18,12,0.6666666666666666
FR4110062,"Marais de Francaltroff-Erstroff, de Lening et d'Albe",FR,A,2019,2019,1,1,1,0,0.0
FR4112000,Plaine et étang du Bischwald,FR,A,2006,2025,7,21,20,13,0.65
FR4112001,Forêts et zones humides du pays de Spincourt,FR,A,2005,2025,18,71,21,3,0.14285714285714285
FR4112002,"Complexe de l'étang de Lindre, forêt de Romersberg et zones voisines",FR,A,2006,2023,12,34,18,6,0.3333333333333333
FR4112003,Massif vosgien,FR,A,1860,2025,28,1247,166,138,0.8313253012048193
FR4112004,Forêt humide de la Reine et Caténa de Rangeval,FR,A,2006,2023,12,39,18,6,0.3333333333333333
FR4112005,Vallée de la Meuse (secteur de Stenay),FR,A,1985,2025,14,74,41,27,0.6585365853658537
FR4112006,"Forêts, rochers et étangs du pays de Bitche",FR,A,1994,2025,19,207,32,13,0.40625
FR4112007,Crêtes des Vosges mosellanes,FR,A,2008,2017,8,8,10,2,0.2
FR4112008,Vallée de la Meuse,FR,A,1985,2024,34,3530,40,6,0.15
FR4112009,Forêts et étangs d'Argonne et vallée de l'Ornain,FR,A,1987,2025,30,1524,39,9,0.23076923076923078
FR4112010,Hêtraie sapinière de Bousson et Grandcheneau,FR,A,2007,2018,4,5,12,8,0.6666666666666666
FR4112011,"Bassigny, partie Lorraine",FR,A,2005,2025,14,113,21,7,0.3333333333333333
FR4112012,Jarny - Mars-la-Tour,FR,A,2007,2024,9,25,18,9,0.5
FR4112013,Marais de Vittoncourt,FR,A,2012,2012,1,6,1,0,0.0
FR4112014,Marais d'Ippling,FR,A,2007,2012,2,5,6,4,0.6666666666666666
FR4201794,La Sauer et ses affluents,FR,B,1993,2025,28,643,33,5,0.15151515151515152
FR4201795,La Moder et ses affluents,FR,B,2001,2025,14,278,25,11,0.44
FR4201796,La Lauter,FR,B,1991,2024,16,232,34,18,0.5294117647058824
FR4201797,"Secteur Alluvial Rhin-Ried-Bruch, Bas-Rhin",FR,B,1872,2025,41,10119,154,113,0.7337662337662337
FR4201798,Massif forestier de Haguenau,FR,B,1999,2024,10,138,26,16,0.6153846153846154
FR4201799,Vosges du nord,FR,B,2002,2025,14,326,24,10,0.4166666666666667
FR4201801,"Massif du Donon, du Schneeberg et du Grossmann",FR,B,2007,2025,15,51,19,4,0.21052631578947367
FR4201802,Champ du Feu,FR,B,2004,2024,15,53,21,6,0.2857142857142857
FR4201803,Val de Villé et ried de la Schernetz,FR,B,2002,2024,9,22,23,14,0.6086956521739131
FR4201805,Promontoires siliceux,FR,B,2013,2025,9,32,13,4,0.3076923076923077
FR4201806,Collines sous-vosgiennes,FR,B,2004,2025,17,245,22,5,0.22727272727272727
FR4201807,Hautes Vosges,FR,B,1913,2025,35,2409,113,78,0.6902654867256637
FR4201810,Vallée de la Doller,FR,B,1981,2024,30,3618,44,14,0.3181818181818182
FR4201811,"Sundgau, région des étangs",FR,B,2006,2024,4,5,19,15,0.7894736842105263
FR4201812,Jura alsacien,FR,B,2007,2025,13,78,19,6,0.3157894736842105
FR4201813,Hardt nord,FR,B,2001,2025,16,81,25,9,0.36
FR4202000,"Secteur Alluvial Rhin-Ried-Bruch, Haut-Rhin",FR,B,1954,2025,37,1424,72,35,0.4861111111111111
FR4202001,Vallée de la Largue,FR,B,1985,2023,31,1163,39,8,0.20512820512820512
FR4202002,Vosges du sud,FR,B,1875,2025,21,334,151,130,0.8609271523178808
FR4202003,"Vallée de la Sarre, de l'Albe et de l'Isch, le marais du Francaltroff, Bas-Rhin",FR,B,2008,2020,8,575,13,5,0.38461538461538464
FR4202004,Site à chauves-souris des Vosges haut-rhinoises,FR,B,1978,2025,18,167,48,30,0.625
FR4211790,Forêt de Haguenau,FR,A,1999,2023,19,1012,25,6,0.24
FR4211799,Vosges du Nord,FR,A,2002,2025,14,326,24,10,0.4166666666666667
FR4211807,"Hautes-Vosges, Haut-Rhin",FR,A,1875,2025,41,3181,151,110,0.7284768211920529
FR4211808,Zones agricoles de la Hardt,FR,A,2015,2025,7,26,11,4,0.36363636363636365
FR4211809,Forêt domaniale de la Harth,FR,A,1996,2025,18,100,30,12,0.4
FR4211810,Vallée du Rhin de Strasbourg à Marckolsheim,FR,A,1987,2025,39,2464,39,0,0.0
FR4211811,Vallée du Rhin de Lauterbourg à Strasbourg,FR,A,1989,2025,37,7210,37,0,0.0
FR4211812,Vallée du Rhin d'Artzenheim à Village-Neuf,FR,A,1954,2025,38,1371,72,34,0.4722222222222222
FR4211814,"Crêtes du Donon-Schneeberg, Bas-Rhin",FR,A,2005,2025,17,65,21,4,0.19047619047619047
FR4212813,"Ried de Colmar à Sélestat, Bas-Rhin",FR,A,1992,2025,22,313,34,12,0.35294117647058826
FR4213813,"Ried de Colmar à Sélestat, Haut-Rhin",FR,A,1987,2024,20,575,38,18,0.47368421052631576
FR4301280,Vallées du Drugeon et du Haut-Doubs,FR,B,1996,2025,18,338,30,12,0.4
FR4301281,Combes Derniers,FR,B,2020,2022,2,4,3,1,0.3333333333333333
FR4301282,"Tourbières et ruisseaux de Mouthe, source du Doubs",FR,B,2006,2025,10,36,20,10,0.5
FR4301283,Vallons de la Drésine et de la Bonavette,FR,B,1966,2022,27,466,57,30,0.5263157894736842
FR4301288,Cret des Roches,FR,B,2014,2025,7,25,12,5,0.4166666666666667
FR4301289,Côte de Champvermol,FR,B,2011,2022,5,14,12,7,0.5833333333333334
FR4301290,"Massif du Mont-d'Or, du Noirmont et du Risol",FR,B,2005,2025,21,507,21,0,0.0
FR4301291,Vallées de la Loue et du Lison,FR,B,1988,2025,33,5612,38,5,0.13157894736842105
FR4301294,Moyenne Vallée du Doubs,FR,B,2004,2025,22,1327,22,0,0.0
FR4301298,Vallée du Dessoubre,FR,B,1983,2025,27,585,43,16,0.37209302325581395
FR4301306,Bresse jurassienne,FR,B,2009,2025,12,29,17,5,0.29411764705882354
FR4301308,Vallée de l'Orbe,FR,B,1999,2025,11,93,27,16,0.5925925925925926
FR4301309,Tourbières et lacs de Chapelle-des-Bois et de Bellefontaine les Mortes,FR,B,2010,2025,12,111,16,4,0.25
FR4301310,Combe du Lac,FR,B,2005,2025,14,166,21,7,0.3333333333333333
FR4301313,Grandvaux,FR,B,2017,2023,6,32,7,1,0.14285714285714285
FR4301315,Combe du Nanchez,FR,B,2010,2024,9,55,15,6,0.4
FR4301316,Plateau du Lizon,FR,B,2005,2025,15,53,21,6,0.2857142857142857
FR4301317,"Vallons forestiers, rivières, ruisseaux, milieux humides et temporaires de la forêt de Chaux",FR,B,1978,2023,16,1141,46,30,0.6521739130434783
FR4301318,Massif de la Serre,FR,B,2005,2024,8,23,20,12,0.6
FR4301319,Massif du Risoux,FR,B,2005,2025,16,136,21,5,0.23809523809523808
FR4301320,Forêt du Massacre,FR,B,1999,2025,16,128,27,11,0.4074074074074074
FR4301321,Reculée des Planches près Arbois,FR,B,1995,2025,16,223,31,15,0.4838709677419355
FR4301322,Reculées de la Haute Seille,FR,B,2005,2025,16,1146,21,5,0.23809523809523808
FR4301323,Basse vallée du Doubs,FR,B,1997,2025,26,1663,29,3,0.10344827586206896
FR4301327,Étival - Assencière,FR,B,2007,2024,14,50,18,4,0.2222222222222222
FR4301328,Entrecôtes du Milieu - Malvaux,FR,B,2009,2025,12,95,17,5,0.29411764705882354
FR4301330,Complexe des Sept Lacs du Jura,FR,B,2005,2025,18,248,21,3,0.14285714285714285
FR4301331,"Vallées et côtes de la Bienne, du Tacon et du Flumen",FR,B,1995,2025,30,969,31,1,0.03225806451612903
FR4301332,"Forêts, corniches calcaires, ruisseaux et marais de Vulvoz à Viry",FR,B,2005,2025,11,30,21,10,0.47619047619047616
FR4301334,Petite montagne du Jura,FR,B,1996,2025,21,778,30,9,0.3
FR4301338,Pelouses de la région vésulienne et vallée de la Colombine,FR,B,2007,2025,9,98,19,10,0.5263157894736842
FR4301340,"Pelouses de Champlitte, étang de Theuley-les-Vars",FR,B,2008,2025,3,4,18,15,0.8333333333333334
FR4301342,Vallée de la Saône,FR,B,1829,2025,43,2772,197,154,0.7817258883248731
FR4301344,Vallée de la Lanterne,FR,B,1997,2025,24,1319,29,5,0.1724137931034483
FR4301346,Plateau des mille étangs,FR,B,1987,2025,23,1959,39,16,0.41025641025641024
FR4301347,"Forêts, landes et marais des Ballons d'Alsace et de Servance",FR,B,2005,2024,13,53,20,7,0.35
FR4301348,Piémont vosgien,FR,B,1996,2023,27,547,28,1,0.03571428571428571
